CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)	EC_corporate_code	EC_corporate_uri
TL_EHG_APCHP	Transformation losses - electricity and heat generation - autoproducer combined heat and power	Pertes de transformation - production d'électricité et de chaleur - autoproducteur de chaleur et d'électricité combinées	Umwandlungsverluste - Eigenerzeuger Elektrizität und Wärme (Kraft-Wärme-Kopplung)	Y			
TL_EHG_APH	Transformation losses - electricity and heat generation - autoproducer heat only	Pertes de transformation - production d'électricité et de chaleur - autoproducteur de chaleur uniquement	Umwandlungsverluste - Eigenerzeuger nur Wärme	Y			
TL_EHG_EDHP	Transformation losses - electricity and heat generation - electrically driven heat pumps	Pertes de transformation - production d'électricité et de chaleur - pompes à chaleur électriques	Umwandlungsverluste- Erzeugung von Elektrizität und Wärme - Elektrisch angetriebene Wärmepumpen	Y			
TL_EHG_EB	Transformation losses - electricity and heat generation - electric boilers	Pertes de transformation - production d'électricité et de chaleur - chaudières électriques	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Elektrokessel	Y			
TL_EHG_PH	Transformation losses - electricity and heat generation - pumped hydro	Pertes de transformation - production d'électricité et de chaleur - pompage	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Elektrizität für Pumpspeicherkraftwerke	Y			
TL_EHG_EPS_PURE	Transformation losses - electricity and heat generation - electricity for pumped storage - pure hydro plants	Pertes de transformation - production d'électricité et de chaleur - électricité pour le stockage par pompage - centrales hydrauliques pures	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Elektrizität für Pumpspeicherkraftwerke - reine Wasserkraftwerke	Y			
TL_EHG_EPS_MIX	Transformation losses - electricity and heat generation - electricity for pumped storage - mixed plants	Pertes de transformation - production d'électricité et de chaleur - électricité pour le stockage par pompage - centrales mixtes	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Elektrizität für Pumpspeicherkraftwerke - gemischte Werke	Y			
TL_EHG_OTH	Transformation losses - electricity and heat generation - other sources	Pertes de transformation - production d'électricité et de chaleur - autres sources	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - andere Quellen	Y			
TL_EHG_S_OTH	Transformation losses - electricity and heat generation - other sources	Pertes de transformation - production d'électricité et de chaleur - autres sources	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - andere Quellen	Y			
TL_EHG_L_OTH	Transformation losses - electricity and heat generation - other losses	Pertes en transformation - production d'électricité et de chaleur - autres pertes	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Sonstige Verlusten	Y			
TL_CO	Transformation losses - coke ovens	Pertes de transformation - fours à coke	Umwandlungsverluste - Kokereien	Y			
TL_BF	Transformation losses - blast furnaces	Pertes de transformation - hauts-fourneaux	Umwandlungsverluste - Hochöfen	Y			
TL_GW	Transformation losses - gas works	Pertes de transformation - usines à gaz	Umwandlungsverluste - Gaswerke	Y			
TL_RPI	Transformation losses - refineries and petrochemical industry	Pertes de transformation - raffineries et industrie pétrochimique	Umwandlungsverluste - Raffinerien und petrochemische Industrie	Y			
TL_RPI_RO	Transformation losses - refineries and petrochemical industry - refinery output	Pertes de transformation - raffineries et industrie pétrochimique - production des raffineries	Umwandlungsverluste - Raffinerien und petrochemische Industrie - Raffinerieaustoß	Y			
TL_RPI_BKFLOW	Transformation losses - refineries and petrochemical industry - backflows	Pertes de transformation - raffineries et industrie pétrochimique - retours	Umwandlungsverluste - Raffinerien und petrochemische Industrie - Rückläufe	Y			
TL_RPI_PT	Transformation losses - refineries and petrochemical industry - products transferred	Pertes de transformation - raffineries et industrie pétrochimique - produits transférés	Umwandlungsverluste - Raffinerien und petrochemische Industrie - Übertragung von Erzeugnissen	Y			
TL_RPI_IT	Transformation losses - refineries and petrochemical industry - interproduct transfers	Pertes de transformation - raffineries et industrie pétrochimique - transferts entre produits	Umwandlungsverluste - Raffinerien und petrochemische Industrie - Austausch von Erzeugnissen	Y			
TL_RPI_PPR	Transformation losses - refineries and petrochemical industry - primary product receipts	Pertes de transformation - raffineries et industrie pétrochimique - produits primaires reçus	Umwandlungsverluste - Raffinerien und petrochemische Industrie - Rohstoffeingänge	Y			
TL_RPI_PIR	Transformation losses - refineries and petrochemical industry - petrochemical industry returns	Pertes de transformation - raffineries et industrie pétrochimique - restitutions de la pétrochimie	Umwandlungsverluste - Raffinerien und petrochemische Industrie - Rückläufe der petrochemischen Industrie	Y			
TL_RPI_L_OTH	Transformation losses - refineries and petrochemical industry - other losses	Pertes de transformation - raffineries et industrie pétrochimique - autres pertes	Umwandlungsverluste - Raffinerien und petrochemische Industrie - Sonstige Verlusten	Y			
TL_PF	Transformation losses - patent fuel plants	Pertes de transformation - fabriques d'agglomérés	Umwandlungsverluste - Steinkohlenbrikettfabriken	Y			
TL_BKBPB	Transformation losses - brown coal briquettes and peat briquettes plants	Pertes de transformation - fabriques de briquettes de lignite et briquettes de tourbe	Umwandlungsverluste - Braunkohle-/Torfbrikettfabriken	Y			
TL_CL	Transformation losses - coal liquefaction plants	Pertes de transformation - usines de liquéfaction du charbon	Umwandlungsverluste - Kohleverflüssigungsanlagen	Y			
TL_BNG	Transformation losses - blended in natural gas	Pertes de transformation - gaz naturel mélangé	Umwandlungsverluste - für Mischgas	Y			
TL_LBB	Transformation losses - liquid biofuels blended	Pertes de transformation - biocarburants liquides mélangés	Umwandlungsverluste - gemischte flüssige Biobrennsstoffe	Y			
TL_CPP	Transformation losses - charcoal production plants	Pertes de transformation - usines de production de charbon de bois	Umwandlungsverluste - Holzkohlefabriken	Y			
TL_GTL	Transformation losses - gas-to-liquids plants	Pertes de transformation - usines de liquéfaction du gaz	Umwandlungsverluste - Gasverflüssigungsanlagen	Y			
TL_PR	Transformation losses - petroluem refineries	Pertes de transformation - raffineries de pétrole	Umwandlungsverluste - Öl Raffinerien	Y			
TL_NSP	Transformation losses - not elsewhere specified	Pertes de transformation - non spécifiées ailleurs	Umwandlungsverluste - nicht anders angegeben	Y			
TL_OTH	Other transformation losses	Autres pertes de transformation	Verluste von sonstigen Umwandlungen	Y			
TRANSL_DL	Transmission and distribution losses	Pertes de transmission et de distribution	Übertragungs- und Netzverluste	Y			
DL	Distribution losses	Pertes de distribution	Netzverluste	Y			
DL_E	Distribution losses - energy use	Pertes de distribution - usage énergétique	Netzverluste - energetischer Verbrauch	Y			
DL_NE	Distribution losses - non-energy use	Pertes de distribution - usage non-énergétique	Netzverluste - nichtenergetischer Verbrauch	Y			
DL_NT	Distribution losses - non-technical	Pertes de distribution - non technique	Netzverluste - nicht technisch	Y			
TRANSL	Transmission losses	Pertes de transmission	Übertragungsverluste	Y			
RL	Refinery losses	Pertes de raffinage	Raffinerieverluste	Y			
RI	Refinery intake	Entrées en raffinerie	Raffinerieeingang	Y			
RI_CAL	Refinery intake - calculated	Entrées en raffinerie - calculées	Raffinerieeingang - berechnet	Y			
RI_OBS	Refinery intake - observed	Entrées en raffinerie - observées	Raffinerieeingang - erfasst	Y			
RF	Refinery fuel	Combustibles de raffinerie	Raffinerieeigenverbrauch	Y			
RF_ELC	Refinery fuel - electricity generation	Combustibles de raffinerie - production d'électricité	Raffinerieeigenverbrauch - Stromerzeugung	Y			
RF_CHP	Refinery fuel - combined heat and power production	Combustibles de raffinerie - cogénération de chaleur et d'électricité	Raffinerieeigenverbrauch - Kraft-Wärme-Kopplung	Y			
RF_HEAT	Refinery fuel - heat production	Combustibles de raffinerie - production de chaleur	Raffinerieeigenverbrauch - Wärmeerzeugung	Y			
VENT	Vented	Rejetés	Abgeblasen	Y			
FLARE	Flared	Brûlés à la torche	Abgefackelt	Y			
AIM	Available to internal market	Disponible pour le marché intérieur	Verfügbar für den inländischen Markt	Y			
AFC	Available for final consumption	Disponible pour la consommation finale	Verfügbar für den Endverbrauch	Y			
AAS	Available from all sources	Disponible de toutes les sources	Verfügbar aus allen Bezugsquellen	Y			
AAT	Available after transformation	Disponible après transformation	Verfügbar nach Umwandlungen	Y			
FC	Final consumption	Consommation finale	Endenergieverbrauch	Y			
FC_NE	Final consumption - non-energy use	Consommation finale - usage non-énergétique	Endenergieverbrauch - nicht energetischer Endenergieverbrauch	Y			
TI_NRG_FC_IND_NE	Transformation input, energy sector and final consumption in industry sector - non-energy use	Entrées en transformation, secteur de l'énergie et consommation finale dans le secteur industriel - usage non-énergétique	Umwandlungseinsatz, Energiesektor und Endverbrauch im Industriesektor - nichtenergetischer Verbrauch	Y			
TI_NE	Transformation input - non-energy use	Entrées en transformation - usage non-énergétique	Umwandlungseinsatz - nichtenergetischer Verbrauch	Y			
NRG_NE	Energy sector - non-energy use	Secteur de l'énergie - usage non-énergétique	Energiesektor - nichtenergetischer Verbrauch	Y			
FC_IND_NE	Final consumption - industry sector - non-energy use	Consommation finale - secteur industriel - usage non-énergétique	Endenergieverbrauch - Industriesektor - nichtenergetischer Verbrauch	Y			
FC_TRA_NE	Final consumption - transport sector - non-energy use	Consommation finale - secteur des transports - usage non-énergétique	Endenergieverbrauch - Verkehrssektor - nichtenergetischer Verbrauch	Y			
FC_OTH_NE	Final consumption - other sectors - non-energy use	Consommation finale - autres secteurs - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - nichtenergetischer Verbrauch	Y			
FC_E	Final consumption - energy use	Consommation finale - usage énergétique	Endenergieverbrauch - energetischer Verbrauch	Y			
FC_IND	Final consumption - industry sector	Consommation finale - secteur industriel	Endenergieverbrauch - Industriesektor	Y			
FC_IND_E	Final consumption - industry sector - energy use	Consommation finale - secteur industriel - usage énergétique	Endenergieverbrauch - Industriesektor - energetischer Verbrauch	Y			
FC_IND_E_HEAT	Final consumption - industry sector - energy use - heat production	Consommation finale - secteur industriel - usage énergétique - production de chaleur	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Wärmeerzeugung	Y			
FC_IND_E_HEAT_LM	Final consumption - industry sector - energy use - heat production with low and medium temperature	Consommation finale - secteur industriel - usage énergétique - production de chaleur à basse et moyenne température	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Wärmeerzeugung mit geringer und mittlerer Temperatur	Y			
FC_IND_E_HEAT_H	Final consumption - industry sector - energy use - heat production with high temperature	Consommation finale - secteur industriel - usage énergétique - production de chaleur à haute température	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Wärmeerzeugung mit hoher Temperatur	Y			
FC_IND_E_COLD	Final consumption - industry sector - energy use - cold production	Consommation finale - secteur industriel - usage énergétique - production de froid	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Kälteerzeugung	Y			
FC_IND_E_ECH	Final consumption - industry sector - energy use - electrochemical	Consommation finale - secteur industriel - usage énergétique - électrochimie	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Elektrochemie	Y			
FC_IND_E_MC	Final consumption - industry sector - energy use - mechanical	Consommation finale - secteur industriel - usage énergétique - mécanique	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Mechanik	Y			
FC_IND_E_SHSCWH	Final consumption - industry sector - energy use - space heating, space cooling and water heating	Consommation finale - secteur industriel - usage énergétique - chauffage des locaux, refroidissement des locaux et chauffage de l'eau	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Raumheizung, Raumkühlung, Warmwasserbereitung	Y			
FC_IND_E_LE	Final consumption - industry sector - energy use - lighting and electrical appliances	Consommation finale - secteur industriel - usage énergétique - appareils électriques et d'éclairage	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - Beleuchtung und Elektrogeräte	Y			
FC_IND_E_NSP	Final consumption - industry sector - energy use - not elsewhere specified	Consommation finale - secteur industriel - usage énergétique - non spécifié ailleurs	Endenergieverbrauch - Industriesektor - energetischer Verbrauch - nicht anders angegeben	Y			
FC_IND_IS	Final consumption - industry sector - iron and steel	Consommation finale - secteur industriel - sidérurgie	Endenergieverbrauch - Industriesektor - Eisen und Stahl	Y			
FC_IND_IS_E	Final consumption - industry sector - iron and steel - energy use	Consommation finale - secteur industriel - sidérurgie - usage énergétique	Endenergieverbrauch - Industriesektor - Eisen und Stahl - energetischer Verbrauch	Y			
FC_IND_IS_NE	Final consumption - industry sector - iron and steel - non-energy use	Consommation finale - secteur industriel - sidérurgie - usage non-énergétique	Endenergieverbrauch - Industriesektor - Eisen und Stahl - nichtenergetischer Verbrauch	Y			
FC_IND_CPC	Final consumption - industry sector - chemical and petrochemical	Consommation finale - secteur industriel - chimie et pétrochimie	Endenergieverbrauch - Industriesektor - Chemie und Petrochemie	Y			
FC_IND_CPC_E	Final consumption - industry sector - chemical and petrochemical - energy use	Consommation finale - secteur industriel - chimie et pétrochimie - usage énergétique	Endenergieverbrauch - Industriesektor - Chemie und Petrochemie - energetischer Verbrauch	Y			
FC_IND_CPC_NE	Final consumption - industry sector - chemical and petrochemical - non-energy use	Consommation finale - secteur industriel - chimie et pétrochimie - usage non-énergétique	Endenergieverbrauch - Industriesektor - Chemie und Petrochemie - nichtenergetischer Verbrauch	Y			
FC_IND_NFM	Final consumption - industry sector - non-ferrous metals	Consommation finale - secteur industriel - métaux non-ferreux	Endenergieverbrauch - Industriesektor - Nichteisenmetalle	Y			
FC_IND_NFM_E	Final consumption - industry sector - non-ferrous metals - energy use	Consommation finale - secteur industriel - métaux non-ferreux - usage énergétique	Endenergieverbrauch - Industriesektor - Nichteisenmetalle - energetischer Verbrauch	Y			
FC_IND_NFM_NE	Final consumption - industry sector - non-ferrous metals - non-energy use	Consommation finale - secteur industriel - métaux non-ferreux - usage non-énergétique	Endenergieverbrauch - Industriesektor - Nichteisenmetalle - nichtenergetischer Verbrauch	Y			
FC_IND_NMM	Final consumption - industry sector - non-metallic minerals	Consommation finale - secteur industriel - minéraux non-métalliques	Endenergieverbrauch - Industriesektor - Nichtmetallische mineralische Rohstoffe	Y			
FC_IND_NMM_E	Final consumption - industry sector - non-metallic minerals - energy use	Consommation finale - secteur industriel - minéraux non-métalliques - usage énergétique	Endenergieverbrauch - Industriesektor - Nichtmetallische mineralische Rohstoffe - energetischer Verbrauch	Y			
FC_IND_NMM_NE	Final consumption - industry sector - non-metallic minerals - non-energy use	Consommation finale - secteur industriel - minéraux non-métalliques - usage non-énergétique	Endenergieverbrauch - Industriesektor - Nichtmetallische mineralische Rohstoffe - nichtenergetischer Verbrauch	Y			
FC_IND_TE	Final consumption - industry sector - transport equipment	Consommation finale - secteur industriel - matériel de transport	Endenergieverbrauch - Industriesektor - Fahrzeuge und Beförderungsmittel	Y			
FC_IND_TE_E	Final consumption - industry sector - transport equipment - energy use	Consommation finale - secteur industriel - matériel de transport - usage énergétique	Endenergieverbrauch - Industriesektor - Fahrzeuge und Beförderungsmittel - energetischer Verbrauch	Y			
FC_IND_TE_NE	Final consumption - industry sector - transport equipment - non-energy use	Consommation finale - secteur industriel - matériel de transport - usage non-énergétique	Endenergieverbrauch - Industriesektor - Fahrzeuge und Beförderungsmittel - nichtenergetischer Verbrauch	Y			
FC_IND_MAC	Final consumption - industry sector - machinery	Consommation finale - secteur industriel - machines	Endenergieverbrauch - Industriesektor - Maschinen	Y			
FC_IND_MAC_E	Final consumption - industry sector - machinery - energy use	Consommation finale - secteur industriel - machines - usage énergétique	Endenergieverbrauch - Industriesektor - Maschinen - energetischer Verbrauch	Y			
FC_IND_MAC_NE	Final consumption - industry sector - machinery - non-energy use	Consommation finale - secteur industriel - machines - usage non-énergétique	Endenergieverbrauch - Industriesektor - Maschinen - nichtenergetischer Verbrauch	Y			
FC_IND_MQ	Final consumption - industry sector - mining and quarrying	Consommation finale - secteur industriel - industries extractives	Endenergieverbrauch - Industriesektor - Bergbau und Steinbrüche	Y			
FC_IND_MQ_E	Final consumption - industry sector - mining and quarrying - energy use	Consommation finale - secteur industriel - industries extractives - usage énergétique	Endenergieverbrauch - Industriesektor - Bergbau und Steinbrüche - energetischer Verbrauch	Y			
FC_IND_MQ_NE	Final consumption - industry sector - mining and quarrying - non-energy use	Consommation finale - secteur industriel - industries extractives - usage non-énergétique	Endenergieverbrauch - Industriesektor - Bergbau und Steinbrüche - nichtenergetischer Verbrauch	Y			
FC_IND_FBT	Final consumption - industry sector - food, beverages and tobacco	Consommation finale - secteur industriel - produits alimentaires, boissons et tabac	Endenergieverbrauch - Industriesektor - Nahrungsmittel, Getränke und Tabak	Y			
FC_IND_FBT_E	Final consumption - industry sector - food, beverages and tobacco - energy use	Consommation finale - secteur industriel - produits alimentaires, boissons et tabac - usage énergétique	Endenergieverbrauch - Industriesektor - Nahrungsmittel, Getränke und Tabak - energetischer Verbrauch	Y			
FC_IND_FBT_NE	Final consumption - industry sector - food, beverages and tobacco - non-energy use	Consommation finale - secteur industriel - produits alimentaires, boissons et tabac - usage non-énergétique	Endenergieverbrauch - Industriesektor - Nahrungsmittel, Getränke und Tabak - nichtenergetischer Verbrauch	Y			
FC_IND_PPP	Final consumption - industry sector - paper, pulp and printing	Consommation finale - secteur industriel - papier, pâte à papier et imprimerie	Endenergieverbrauch - Industriesektor - Papier, Zellstoff und Druckerzeugnisse	Y			
FC_IND_PPP_E	Final consumption - industry sector - paper, pulp and printing - energy use	Consommation finale - secteur industriel - papier, pâte à papier et imprimerie - usage énergétique	Endenergieverbrauch - Industriesektor - Papier, Zellstoff und Druckerzeugnisse - energetischer Verbrauch	Y			
FC_IND_PPP_NE	Final consumption - industry sector - paper, pulp and printing - non-energy use	Consommation finale - secteur industriel - papier, pâte à papier et imprimerie - usage non-énergétique	Endenergieverbrauch - Industriesektor - Papier, Zellstoff und Druckerzeugnisse - nichtenergetischer Verbrauch	Y			
FC_IND_WP	Final consumption - industry sector - wood and wood products	Consommation finale - secteur industriel - bois et produits en bois	Endenergieverbrauch - Industriesektor - Holz und Holzprodukte	Y			
FC_IND_WP_E	Final consumption - industry sector - wood and wood products - energy use	Consommation finale - secteur industriel - bois et produits en bois - usage énergétique	Endenergieverbrauch - Industriesektor - Holz und Holzprodukte - energetischer Verbrauch	Y			
FC_IND_WP_NE	Final consumption - industry sector - wood and wood products - non-energy use	Consommation finale - secteur industriel - bois et produits en bois - usage non-énergétique	Endenergieverbrauch - Industriesektor - Holz und Holzprodukte - nichtenergetischer Verbrauch	Y			
FC_IND_CON	Final consumption - industry sector - construction	Consommation finale - secteur industriel - construction	Endenergieverbrauch - Industriesektor - Bauwesen	Y			
FC_IND_CON_E	Final consumption - industry sector - construction - energy use	Consommation finale - secteur industriel - construction - usage énergétique	Endenergieverbrauch - Industriesektor - Bauwesen - energetischer Verbrauch	Y			
FC_IND_CON_NE	Final consumption - industry sector - construction - non-energy use	Consommation finale - secteur industriel - construction - usage non-énergétique	Endenergieverbrauch - Industriesektor - Bauwesen - nichtenergetischer Verbrauch	Y			
FC_IND_TL	Final consumption - industry sector - textile and leather	Consommation finale - secteur industriel - textiles et cuir	Endenergieverbrauch - Industriesektor - Textil und Leder	Y			
FC_IND_TL_E	Final consumption - industry sector - textile and leather - energy use	Consommation finale - secteur industriel - textiles et cuir - usage énergétique	Endenergieverbrauch - Industriesektor - Textil und Leder - energetischer Verbrauch	Y			
FC_IND_TL_NE	Final consumption - industry sector - textile and leather - non-energy use	Consommation finale - secteur industriel - textiles et cuir - usage non-énergétique	Endenergieverbrauch - Industriesektor - Textil und Leder - nichtenergetischer Verbrauch	Y			
FC_IND_NSP	Final consumption - industry sector - not elsewhere specified	Consommation finale - secteur industriel - non spécifié ailleurs	Endenergieverbrauch - Industriesektor - nicht anders angegeben	Y			
FC_IND_NSP_E	Final consumption - industry sector - not elsewhere specified - energy use	Consommation finale - secteur industriel - non spécifié ailleurs - usage énergétique	Endenergieverbrauch - Industriesektor - nicht anders angegeben - energetischer Verbrauch	Y			
FC_IND_NSP_NE	Final consumption - industry sector - not elsewhere specified - non-energy use	Consommation finale - secteur industriel - non spécifié ailleurs - usage non-énergétique	Endenergieverbrauch - Industriesektor - nicht anders angegeben - nichtenergetischer Verbrauch	Y			
FC_IND_OTH_E	Final consumption - industry and other sectors - energy use	Consommation finale - secteur industriel et autres secteurs - usage énergétique	Endenergieverbrauch - Industriesektor und andere Sektoren- energetischer Verbrauch	Y			
FC_TRA	Final consumption - transport sector	Consommation finale - secteur des transports	Endenergieverbrauch - Verkehrssektor	Y			
FC_TRA_E	Final consumption - transport sector - energy use	Consommation finale - secteur des transports - usage énergétique	Endenergieverbrauch - Verkehrssektor - energetischer Verbrauch	Y			
FC_TRA_RAIL_DNAVI_E	Final consumption - transport sector - rail and domestic navigation - energy use	Consommation finale - secteur des transports - transport ferroviaire et navigation intérieure - usage énergétique	Endenergieverbrauch - Verkehrssektor - Schienenverkehr und Binnenschifffahrt - energetischer Verbrauch	Y			
FC_TRA_RAIL	Final consumption - transport sector - rail	Consommation finale - secteur des transports - transport ferroviaire	Endenergieverbrauch - Verkehrssektor - Schienenverkehr	Y			
FC_TRA_RAIL_E	Final consumption - transport sector - rail - energy use	Consommation finale - secteur des transports - transport ferroviaire - usage énergétique	Endenergieverbrauch - Verkehrssektor - Schienenverkehr - energetischer Verbrauch	Y			
FC_TRA_RL_HSPD_E	Final consumption - transport sector - rail - high speed - energy use	Consommation finale - secteur des transports - transport ferroviaire - grande vitesse - usage énergétique	Endenergieverbrauch - Verkehrssektor - Schienenverkehr - Hochgeschwindigkeit - energetischer Verbrauch	Y			
FC_TRA_RL_CV_E	Final consumption - transport sector - rail - conventional - energy use	Consommation finale - secteur des transports - transport ferroviaire - conventionnel - usage énergétique	Endenergieverbrauch - Verkehrssektor - Schienenverkehr -  konventionell - energetischer Verbrauch	Y			
FC_TRA_RL_MET_TRM_E	Final consumption - transport sector - rail - metro and tram - energy use	Consommation finale - secteur des transports - transport ferroviaire - métro et tramway - usage énergétique	Endenergieverbrauch - Verkehrssektor - Schienenverkehr - U-Bahn und Strassenbahn - energetischer Verbrauch	Y			
FC_TRA_RAIL_NE	Final consumption - transport sector - rail - non-energy use	Consommation finale - secteur des transports - transport ferroviaire - usage non-énergétique	Endenergieverbrauch - Verkehrssektor - Schienenverkehr - nichtenergetischer Verbrauch	Y			
FC_TRA_ROAD	Final consumption - transport sector - road	Consommation finale - secteur des transports - transport routier	Endenergieverbrauch - Verkehrssektor - Straßenverkehr	Y			
FC_TRA_ROAD_F	Final consumption - transport sector - road - fuel used	Consommation finale - secteur des transports - transport routier - combustible utilisé	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - verbrauchter Kraftstoff	Y			
FC_TRA_RD_HDV_F	Final consumption - transport sector - road - heavy-duty vehicles - fuel used	Consommation finale - secteur des transports - transport routier - véhicules lourds - combustible utilisé	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - Schwerlastfahrzeuge - verbrauchter Kraftstoff	Y			
FC_TRA_RD_PUB_F	Final consumption - transport sector - road - public - fuel used	Consommation finale - secteur des transports - transport routier - public - combustible utilisé	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - öffentlich - verbrauchter Kraftstoff	Y			
FC_TRA_RD_CAR_VAN_F	Final consumption - transport sector - road - cars and vans - fuel used	Consommation finale - secteur des transports - transport routier - voitures et camionnettes - combustible utilisé	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - Autos und Transporter - energetischer Verbrauch	Y			
FC_TRA_RD_OTH_F	Final consumption - transport sector - road - other - fuel used	Consommation finale - secteur des transports - transport routier - autre - combustible utilisé	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - sonstige - verbrauchter Kraftstoff	Y			
FC_TRA_RD_OTH_2WHV_F	Final consumption - transport sector - road - other - 2-wheeled vehicles - fuel used	Consommation finale - secteur des transports - transport routier - autre - véhicules à 2 roues - combustible utilisé	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - sonstige - Zweirädrige Fahrzeuge - verbrauchter Kraftstoff	Y			
FC_TRA_ROAD_E	Final consumption - transport sector - road - energy use	Consommation finale - secteur des transports - transport routier - usage énergétique	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - energetischer Verbrauch	Y			
FC_TRA_RD_HDV_E	Final consumption - transport sector - road - heavy-duty vehicles - energy use	Consommation finale - secteur des transports - transport routier - véhicules lourds - usage énergétique	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - Schwerlastfahrzeuge - energetischer Verbrauch	Y			
FC_TRA_RD_PUB_E	Final consumption - transport sector - road - public - energy use	Consommation finale - secteur des transports - transport routier - public - usage énergétique	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - öffentlich - energetischer Verbrauch	Y			
FC_TRA_RD_CAR_VAN_E	Final consumption - transport sector - road - cars and vans - energy use	Consommation finale - secteur des transports - transport routier - voitures et camionnettes - usage énergétique	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - Autos und Transporter - energetischer Verbrauch	Y			
FC_TRA_RD_OTH_E	Final consumption - transport sector - road - other - energy use	Consommation finale - secteur des transports - transport routier - autre - usage énergétique	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - sonstige - energetischer Verbrauch	Y			
FC_TRA_RD_OTH_2WHV_E	Final consumption - transport sector - road - other - 2-wheeled vehicles - energy use	Consommation finale - secteur des transports - transport routier - autre - véhicules à 2 roues - usage énergétique	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - sonstige - Zweirädrige Fahrzeuge - energetischer Verbrauch	Y			
FC_TRA_ROAD_NE	Final consumption - transport sector - road - non-energy use	Consommation finale - secteur des transports - transport routier - usage non-énergétique	Endenergieverbrauch - Verkehrssektor - Straßenverkehr - nichtenergetischer Verbrauch	Y			
FC_TRA_AVI_E	Final consumption - transport sector - aviation - energy use	Consommation finale - secteur des transports - aviation - usage énergétique	Endenergieverbrauch - Verkehrssektor - Luftfahrt - energetischer Verbrauch	Y			
FC_TRA_DAVI	Final consumption - transport sector - domestic aviation	Consommation finale - secteur des transports - aviation intérieure	Endenergieverbrauch - Verkehrssektor - Inländische Luftfahrt	Y			
FC_TRA_DAVI_E	Final consumption - transport sector - domestic aviation - energy use	Consommation finale - secteur des transports - aviation intérieure - usage énergétique	Endenergieverbrauch - Verkehrssektor - Inländische Luftfahrt - energetischer Verbrauch	Y			
FC_TRA_DAVI_NE	Final consumption - transport sector - domestic aviation - non-energy use	Consommation finale - secteur des transports - aviation intérieure - usage non-énergétique	Endenergieverbrauch - Verkehrssektor - Inländische Luftfahrt - nichtenergetischer Verbrauch	Y			
FC_TRA_INTAVI_E	Final consumption - transport sector - international aviation - energy use	Consommation finale - secteur des transports - aviation internationale - usage énergétique	Endenergieverbrauch - Verkehrssektor - internationaler Luftfahrt - energetischer Verbrauch	Y			
FC_TRA_DNAVI	Final consumption - transport sector - domestic navigation	Consommation finale - secteur des transports - navigation intérieure	Endenergieverbrauch - Verkehrssektor - Binnenschifffahrt	Y			
FC_TRA_DNAVI_E	Final consumption - transport sector - domestic navigation - energy use	Consommation finale - secteur des transports - navigation intérieure - usage énergétique	Endenergieverbrauch - Verkehrssektor - Binnenschifffahrt - energetischer Verbrauch	Y			
FC_TRA_DNAVI_MAR_E	Final consumption - transport sector - domestic navigation - maritime - energy use	Consommation finale - secteur des transports - navigation intérieure - transport maritime - usage énergétique	Endenergieverbrauch - Verkehrssektor - Binnenschifffahrt - Seeverkehr - energetischer Verbrauch	Y			
FC_TRA_DNAVI_IWW_E	Final consumption - transport sector - domestic navigation - inland waterways - energy use	Consommation finale - secteur des transports - navigation intérieure - voies navigables intérieures - usage énergétique	Endenergieverbrauch - Verkehrssektor - Binnenschifffahrt - inländische Wasserstrassen - energetischer Verbrauch	Y			
FC_TRA_DNAVI_NE	Final consumption - transport sector - domestic navigation - non-energy use	Consommation finale - secteur des transports - navigation intérieure - usage non-énergétique	Endenergieverbrauch - Verkehrssektor - Binnenschifffahrt - nichtenergetischer Verbrauch	Y			
FC_TRA_PIPE	Final consumption - transport sector - pipeline transport	Consommation finale - secteur des transports - transport par conduites	Endenergieverbrauch - Verkehrssektor - Pipeline-Transport	Y			
