CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)	EC_corporate_code	EC_corporate_uri
PC_GBA	Percentage of total GBARD	Pourcentage du total CBPRD	Prozent des GBARD insgesamt	M			
PC_GERD	Percentage of gross domestic expenditure on R&D (GERD)	Pourcentage des dépenses intérieures brutes de R&D (GERD)	Prozent der Bruttoinlandsausgaben für F&E (GERD)	M			
PC_DT	Distance to target in percentage	Écart par rapport aux objectifs en pourcentage	Abstand vom Ziel in Prozent	M			
PC_FAT	Fat content (% of product weight)	Teneur en matières grasses (% du poids du produit)	Fettgehalt (% des Produktgewichtes)	M			
PC_PRO	Protein content (% of product weight)	Teneur en protéines (% du poids du produit)	Eiweißgehalt (% des Produktgewichtes)	M			
PC_TOT	Percentage of total	Pourcentage du total	Prozent vom Gesamtwert	M			
PC_TOT_PER	Percentage of total (based on persons)	Pourcentage du total (basé sur les personnes)	Prozent des Gesamtwerts (auf Basis von Personen)	M			
PC_TOT_HW	Percentage of total (based on hours worked)	Pourcentage du total (basé sur les heures travaillées)	Prozent des Gesamtwerts (auf Basis von geleisteten Arbeitsstunden)	M			
PC_TOT_HAB	Percentage of total (based on inhabitants)	Pourcentage du total (basé sur les habitants)	Prozent der Gesamtzahl (auf Basis von Einwohnern)	M			
PC_TOT_FTE	Percentage of total (based on full-time equivalents)	Pourcentage du total (basé sur les équivalents temps plein)	Prozent der Gesamtzahl (auf Basis von Vollzeiteinheiten)	M			
PC_TOT_JOB	Percentage of total (based on jobs)	Pourcentage du total (basé sur les emplois)	Prozent des Gesamtwerts (auf Basis von Arbeitsplätzen)	M			
PC_EXT_EU	Percentage of Extra EU	Pourcentage d'Extra UE	Prozentsatz der Extra-EU	M			
PC_EU27_2020	Percentage of EU27 (from 2020) total	Pourcentage du total de l'UE27 (à partir de 2020)	Prozent von EU27 (ab 2020) insgesamt	M			
PC_EU28	Percentage of EU28 (2013-2020) total	Pourcentage du total de l'UE28 (2013-2020)	Prozent von EU28 (2013-2020) insgesamt	M			
PC_EU27_2007	Percentage of EU27 (2007-2013) total	Pourcentage du total de l'UE27 (2007-2013)	Prozent von EU27 (2007-2013) insgesamt	M			
PC_EU27_2020_EUR_HAB	Percentage of EU27 (from 2020) total (based on euro per inhabitant)	Pourcentage du total de l'UE27 (à partir de 2020, basé sur les euros par habitant)	Prozent von EU27 (ab 2020) insgesamt (auf Basis von Euro pro Einwohner)	M			
PC_EU27_2020_PPS_HAB	Percentage of EU27 (from 2020) total (based on purchasing power standards per inhabitant)	Pourcentage du total de l'UE27 (à partir de 2020, basé sur le standard de pouvoir d'achat par habitant)	Prozent von EU27 (ab 2020) insgesamt (auf Basis von Kaufkraftstandards pro Einwohner)	M			
PC_EU27_2020_PPS_EMP	Percentage of EU27 (from 2020) total (based on purchasing power standards per employed person)	Pourcentage du total de l'UE27 (à partir de 2020, basé sur le standard de pouvoir d'achat par salarié)	Prozent von EU27 (ab 2020) insgesamt (auf Basis von Kaufkraftstandards pro Arbeitnehmer)	M			
PC_EU27_2020_MEUR	Percentage of EU27 (from 2020) total (based on million euro)	Pourcentage du total de l'UE27 (à partir de 2020, basé sur des millions d'euros	Prozent von EU27 (ab 2020) insgesamt (auf Basis von Millionen Euro)	M			
PC_EU27_2020_MPPS	Percentage of EU27 (from 2020) total (based on million purchasing power standards)	Pourcentage du total de l'UE27 (à partir de 2020, basé sur des millions de standards de pouvoir d'achat)	Prozent von EU27 (ab 2020) insgesamt (auf Basis von Millionen Kaufkraftstandards)	M			
PC_EU27_2020_MEUR_CP	Percentage of EU27 (from 2020) total (based on million euro), current prices	Pourcentage du total de l'UE27 (à partir de 2020, basé sur des millions d'euros), prix courants	Anteil am Gesamtwert für die EU27 (ab 2020) in Prozent (auf Basis von Millionen Euro), jeweilige Preise	M			
PC_EU27_2020_MPPS_CP	Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices	Pourcentage du total de l'UE27 (à partir de 2020, basé sur des millions de standards de pouvoir d'achat), prix courants	Anteil am Gesamtwert für die EU27 (ab 2020) in Prozent (auf Basis von Kaufkraftstandards), jeweilige Preise	M			
PC_EU27_2020_HAB_MEUR_CP	Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices	Pourcentage du total de l'UE27 (à partir de 2020) par personne (basé sur des millions d'euros, UE27 à partir de 2020), prix courants	Anteil am Gesamtwert für die EU27 (ab 2020) in Prozent (auf Basis von Millionen Euro, EU27 ab 2020), pro Kopf, jeweilige Preise	M			
PC_EU27_2020_HAB_MPPS_CP	Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices	Pourcentage du total de l'UE27 (à partir de 2020) par personne (basé sur des millions de standards de pouvoir d'achat, UE27 à partir de 2020), prix courants	Anteil am Gesamtwert für die EU27 (ab 2020) in Prozent (auf Basis von Millionen Kaufkraftstandards, EU27 ab 2020), pro Kopf, jeweilige Preise	M			
PC_EA_MEUR	Percentage of euro area total (based on million euro)	Pourcentage du total de la zone euro (basé sur des millions d'euros)	Prozent vom Euroraum insgesamt (auf Basis von Millionen Euro)	M			
PC_GDP_3Y	Percentage of GDP - three-year average	Pourcentage du PIB - moyenne sur 3 ans	Anteil des BIP - Dreijahresdurchschnitt	M			
PC_GDP_NSA	Percentage of gross domestic product (GDP), (NSA)	Pourcentage du produit intérieur brut (PIB), (NSA)	Prozent des Bruttoinlandsprodukts (BIP), (NSA)	M			
PC_GDP_SCA	Percentage of gross domestic product (GDP), (SCA)	Pourcentage du produit intérieur brut (PIB), (SCA)	Prozent des Bruttoinlandsprodukts (BIP), (SCA)	M			
PC_ENT	Percentage of enterprises	Pourcentage des entreprises	Prozent der Unternehmen	M			
PC_ENT_CC	Percentage of enterprises buying CC services	Pourcentage d'entreprises achetant des services CC	Prozent der Unternehmen, die kostenpflichtige CC-Dienste beziehen	M			
PC_ENT_BDA	Percentage of enterprises analysing big data internally or externally	Pourcentage des entreprises analysant des données massives en interne ou en externe	Prozent der Unternehmen, die Big Data analysieren, intern oder extern	M			
PC_ENT_BD	Percentage of enterprises analysing big data	Pourcentage des entreprises analysant des données massives	Prozent der Unternehmen, die Big Data analysieren	M			
PC_ENT_IOT1	Percentage of enterprises using Internet of Things (as of 2021)	Pourcentage des entreprises utilisant IOT (à partir de 2021)	Prozent der Unternehmen, die IOT verwenden (ab 2021)	M			
PC_ENT_IOT	Percentage of enterprises using Internet of Things	Pourcentage des entreprises utilisant IOT	Prozent der Unternehmen, die IOT verwenden	M			
PC_ENT_RFID1	Percentage of enterprises using RFID (as of 2014)	Pourcentage d'entreprises utilisant RFID (à partir de 2014)	Prozent der Unternehmen, die RFID einsetzen (ab 2014)	M			
PC_ENT_RFID	Percentage of the enterprises using RFID	Pourcentage d'entreprises utilisant RFID	Prozent der Unternehmen die RFID einsetzen	M			
PC_ENT_ADS	Percentage of enterprises using internet ads	Pourcentage des entreprises avec de la publicité sur l'internet	Prozent der Unternehmen mit Werbung im Internet	M			
PC_ENT_SM	Percentage of enterprises using social media	Pourcentage des entreprises utilisant des médias sociaux	Prozent der Unternehmen, die soziale Medien nutzen	M			
PC_ENT_WEB	Percentage of the enterprises having a website	Pourcentage d'entreprises disposant d'un site web	Prozent der Unternehmen die eine Website haben	M			
PC_ENT_FIXBB	Percentage of enterprises using a fixed broadband connection	Pourcentrage d'entreprises utilisant une connexion fixe à large bande	Prozent der Unternehmen, die einen festen Breitbandzugang verwenden	M			
PC_ENT_ITSPRCR2	Percentage of enterprises which recruited / tried to recruit personnel for jobs requiring ICT specialist skills (reduced comparability with 2007)	Pourcentage d'entreprises ayant essayé de recruter/ayant recruté du personnel pour des emplois nécessitant des compétences de spécialistes en TIC (comparabilité réduite avec 2007)	Prozent der Unternehmen, die versuchten/tatsächlich Mitarbeiter für Stellen eingestellt haben, die IKT-Fachkenntnisse erfordern (eingeschränkt vergleichbar mit 2007)	M			
PC_ENT_SECPOL1	Percentage of enterprises with an ICT security policy (as of 2015)	Pourcentage des entreprises ayant une politique de sécurité TIC (à partir de 2015)	Prozent der Unternehmen mit IKT Sicherheitspolitik (ab 2015)	M			
PC_ENT_SECPOL2	Percentage of enterprises with  document(s) on measures, practices or procedures on ICT security (as of 2019)	Pourcentage des entreprises disposant de documents sur les mesures, pratiques ou procédures en matière de sécurité des TIC (à partir de 2019)	Prozent der Unternehmen mit Dokumenten zu IKT-Sicherheitsmaßnahmen, -vorgehensweisen oder -verfahren (ab 2019)	M			
PC_ENT_SECPOL	Percentage of enterprises with an ICT security policy	Pourcentage des entreprises ayant une politique de sécurité TIC	Prozent der Unternehmen mit IKT Sicherheitspolitik	M			
PC_ENT_PMD1	Percentage of enterprises providing to persons employed portable devices that allow a mobile connection to the internet (as of 2016)	Pourcentage des entreprises fournissant aux personnes occupées des appareils portables pour une connexion mobile (à partir de 2016)	Prozent der Unternehmen, die Beschäftigen tragbare Geräte mit mobiler Internetverbindung zur Verfügung stellen (ab 2016)	M			
PC_ENT_PMD	Percentage of enterprises providing to persons employed portable devices that allow a mobile connection to the internet	Pourcentage des entreprises fournissant aux personnes occupées des appareils portables pour une connexion mobile	Prozent der Unternehmen, die Beschäftigen tragbare Geräte mit mobiler Internetverbindung zur Verfügung stellen	M			
PC_ENT_AWSELL	Percentage of enterprises with web sales	Pourcentage des entreprises ayant reçu des commandes sur un site web	Prozent der Unternehmen mit Verkäufen über die Website	M			
PC_ENT_AWSELLX	Percentage of enterprises without web sales	Pourcentage des entreprises n'ayant pas reçu de commandes sur un site web	Prozent der Unternehmen ohne Verkäufe über die Website	M			
PC_ENT_AWSEU	Percentage of enterprises with web sales to other EU countries	Pourcentage des entreprises avec ventes web à d'autres pays de l'UE	Prozent der Unternehmen mit Web-Verkäufen an andere EU-Staaten	M			
PC_ENT_AEBUY	Percentage of enterprises sending e-commerce orders over the last calendar year	Pourcentage d'entreprises ayant effectué des achats par voie électronique	Prozent der Unternehmen die im letzten Kalenderjahr elektronisch eingekauft haben	M			
PC_ENT_AESELL	Percentage of enterprises receiving e-commerce orders over the last calendar year	Pourcentage des entreprises ayant reçu des commandes en ligne	Prozent der Unternehmen die im letzten Kalenderjahr elektronisch verkauft haben	M			
PC_TURN	Percentage of turnover	Pourcentage du chiffre d'affaires	Prozent des Gesamtumsatzes	M			
PC_ETURN	Percentage of turnover from e-commerce	Pourcentage du chiffre d'affaires électroniques	Prozent des elektronischen Umsatzes	M			
PC_AWSVAL	Percentage of web sales	Pourcentage du chiffre d'affaires réalisé via un site web	Prozent des Umsatzes über eine Website	M			
PC_EMP_PMD1	Percentage of persons employed working in enterprises which provide mobile devices (as of 2016)	Pourcentage des personnes occupées travaillant dans des entreprises qui fournissent des appareils portables (à partir de 2016)	Prozent der Beschäftigten in Unternehmen, die tragbare Geräte zur Verfügung stellen (ab 2016)	M			
PC_EMP_PMD	Percentage of persons employed working in enterprises which provide mobile devices	Pourcentage des personnes occupées travaillant dans des entreprises qui fournissent des appareils portables	Prozent der Beschäftigten in Unternehmen, die tragbare Geräte zur Verfügung stellen	M			
PC_ENT_CUSE	Percentage of the enterprises which use a computer	Pourcentage des entreprises utilisant l'ordinateur	Prozent der Unternehmen die Computer verwenden	M			
PC_ENT_IUSE	Percentage of enterprises where persons employed have access to the internet	Pourcentage des entreprises avec personnes occupées ayant accès à l'internet	Prozent der Unternehmen, in denen Beschäftigte Zugang zum Internet haben	M			
PC_ENT_IACC	Percentage of the enterprises with internet access	Pourcentage des entreprises ayant accès à l'internet	Prozent der Unternehmen die Zugang zum Internet haben	M			
PC_EMP_CUSE	Percentage of persons employed using a computer	Pourcentage des personnes occupées utilisant un ordinateur	Prozent der Beschäftigten, die Computer verwenden	M			
PC_EMP_CUSE2	Percentage of persons employed working in enterprises which use computers	Pourcentage des personnes occupées travaillant dans des entreprises qui utilisent des ordinateurs	Prozent der Beschäftigten in Unternehmen, die Computer verwenden	M			
PC_EMP_IACC	Percentage of persons employed working in an enterprise with internet access	Pourcentage des personnes occupées travaillant dans un entreprise avec accès à l'internet	Anteil der Beschäftigten, die in einem Unternehmen mit Internetzugang arbeiten	M			
PC_ENT_AI_EC	Percentage of the enterprises which ever considered to use any of the AI technologies	Pourcentage des entreprises qui ont déjà envisagé d'utiliser l’une des technologies d’IA	Prozent der Unternehmen die jemals erwägt haben, eine der aufgeführten KI-Technologien einzusetzen	M			
PC_ENT_AI_TANY	Percentage of the enterprises using at least one AI technologies	Pourcentage des entreprises utilisant au moins une des technologies d'IA	Prozent der Unternehmen die mindestens eine KI-System verwenden	M			
PC_ENT_AI_TX	Percentage of the enterprises using no AI technologies	Pourcentage des entreprises n'utilisant aucune technologies d'IA	Prozent der Unternehmen die keine KI-Systeme verwenden	M			
PC_ENT_CVD_IEM	Percentage of the enterprises which increased the percentage of persons employed having remote access to their e-mail system	Pourcentage des entreprises ayant augmenté le pourcentage de personnes occupées ayant un accès à distance à leur système de courrier électronique	Prozent der Unternehmen, die den Anteil der Beschäftigen mit Fernzugriff auf ihr E-Mail-System erhöht haben	M			
PC_ENT_CVD_IRA	Percentage of the enterprises which increased the percentage of persons employed having remote access their ICT systems other than e-mail	Pourcentage des entreprises ayant augmenté le pourcentage depersonnes occupées ayant un accès à distance aux systèmes informatiques de l’entreprise autres que le courrier électronique	Prozent der Unternehmen, die den Anteil der Beschäftigen mit Fernzugriff auf andere IKT-Systeme des Unternehmens (außer E-Mails) erhöht haben	M			
PC_ENT_CVD_IRM	Percentage of the enterprises which increased the number of their remote meetings	Pourcentage des entreprises ayant augmenté le nombre de leurs réunions à distance	Prozent der Unternehmen, die die Zahl vom virtuell veranstalteten Sitzungen erhöht haben	M			
PC_ENT_INV3SBG	Percentage of enterprises sending invoices B2BG	Pourcentage d'entreprises envoyant des factures B2BG	Prozent der Unternehmen, die elektronische Rechnungen B2BG senden	M			
PC_ENT_ADE	Percentage of enterprises using ADE	Pourcentage des entreprises utilisant l'échange automatique de données	Prozent der Unternehmen die automatisierten Datenaustausch verwenden	M			
PC_ENT_P3D	Percentage of enterprises with 3D printing	Pourcentage des entreprises utilisant l'impression 3D	Prozent der Unternehmen, die 3D Drucker nutzen	M			
PC_ENT_RA	Percentage of enterprises with persons employed having remote access	Pourcentage des entreprises employant des personnes avec un accès à distance	Prozent der Unternehmen mit Beschäftigen, die Fernzugriff haben	M			
PC_ENT_RM	Percentage of enterprises conducting remote meetings	Pourcentage des entreprises organisant des réunions à distance	Prozent der Unternehmen, die Videokonferenzen über das Internet durchführen	M			
PC_ENT_RBT	Percentage of enterprises using industrial or service robots	Pourcentage des entreprises utilisant des robots industriels ou de service	Prozent der Unternehmen, die Industrie- oder Serviceroboter nutzen	M			
PC_ENT_RBTS	Percentage of enterprises using service robots	Pourcentage des entreprises utilisant des robots de service	Prozent der Unternehmen, die Serviceroboter nutzen	M			
PC_ENT_DAOWN	Percentage of enterprises which performed Data Analytics by the enterprise's own employees	Pourcentage des entreprises où l'analyse des données pour l'entreprise est effectuée par leurs propres employés	Prozent der Unternehmen, in denen Datenanalysen von eigenen Beschäftigten durchgeführt werden	M			
PC_ENT_AI_PDI	Percentage of the enterprises which process data on individuals using AI technologies	Pourcentage des entreprises qui traitent des données sur les individus à l'aide de technologies d'IA	Prozent der Unternehmen, die personenbezogene Daten mithilfe von KI-Technologies verarbeiten	M			
PC_HH_IACC	Percentage of households with internet access at home	Pourcentage des ménages ayant accès à l'internet à domicile	Prozent der Haushalte mit häuslichem Internetzugang	M			
PC_IND_C3	Percentage of individuals who used a computer within the last 3 months	Pourcentage des particuliers ayant utilisé un ordinateur au cours des 3 derniers mois	Prozent der Personen, die in den letzten 3 Monaten einen Computer benutzt haben	M			
PC_IND_CEVR	Percentage of individuals who used a computer, ever	Pourcentage des particuliers ayant déjà utilisé un ordinateur	Prozent der Personen, die jemals einen Computer benutzt haben	M			
PC_IND_ILT12	Percentage of individuals who used internet within the last year	Pourcentage des particuliers ayant utilisés l'internet au cours de l'année dernière	Prozent der Personen, die im letzten Jahr das Internet genutzt haben	M			
PC_IGRTX	Percentage of individuals who have used internet but not for sending filled forms to public authorities	Pourcentage des particuliers ayant utilisé l'internet mais pas pour renvoyer des formulaires remplis aux pouvoirs publics	Prozent der Personen, die das Internet nutzten aber nicht zum Einreichen ausgefüllter Formulare	M			
PC_IGRTX_NAPX	Percentage of individuals who have used internet but not for sending filled forms to public authorities although they had to	Pourcentage des particuliers ayant utilisé l'internet mais pas pour renvoyer des formulaires remplis bien qu'ils avaient des formulaires officiels à renvoyer	Prozent der Personen, die das Internet nutzten aber nicht zum Einreichen ausgefüllter Formulare obwohl sie solche einreichen hätten müssen	M			
PC_IND_IU3	Percentage of individuals who used internet in the last 3 months	Pourcentage des particuliers ayant utilisés l'internet au cours des trois derniers mois	Prozent der Personen, die in den letzten drei Monaten das Internet genutzt haben	M			
PC_IND_CIANY	Percentage of individuals who have done at least one of the listed computer or internet activities	Pourcentage des particuliers ayant fait au moins une des activités informatiques ou l'internet	Prozent der Personen, die mindestens eine der angeführten Computer- oder Internetaktivitäten ausgeführt haben	M			
PC_IND_BLT12	Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year	Pourcentage de particuliers ayant commandé des biens ou des services sur l'internet pour leur usage privé au cours de l'année précédente	Prozent der Personen, die im letzten Jahr Waren oder Dienstleistungen für den privaten Gebrauch über das Internet bestellt haben	M			
PC_IND_BMT12X	Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did	Pourcentage de particuliers ayant commandé des biens ou des services sur l'internet pour leur usage privé il y a plus d'un an ou n'ayant jamais commandé	Prozent der Personen, die vor mehr als einem Jahr oder noch nie Waren oder Dienstleistungen für den privaten Gebrauch über das Internet bestellt haben	M			
PC_IND_CC_CCS	Percentage of individuals who used internet and cloud services for file saving or sharing	Pourcentage de particuliers ayant utilisé l'internet et des services de Cloud Computing pour sauvegarder ou partager des fichiers	Prozent der Personen, die Internet und Cloud Dienste zum Speichern oder Teilen von Dateien nutzten	M			
PC_IND_BUY3	Percentage of individuals who purchased online in the last 3 months	Pourcentage de particuliers ayant commandé en ligne au cours des 3 derniers mois	Prozent der Personen, die in den letzten 3 Monaten online Käufe getätigt haben	M			
PC_IND_BFFOR	Percentage of individuals who purchased online from sellers from other countries (EU or non-EU)	Pourcentage de particuliers ayant commandé en ligne auprès des vendeurs d'autres pays (UE ou hors l'UE)	Prozent der Personen mit Online Käufen von Anbietern aus anderen Staaten (EU- oder nicht EU-Staaten)	M			
PC_IND_IOT_BDKX	Percentage of individuals who have not used any internet-connected device or systems although they knew about them	Pourcentage de particuliers n'ayant pas utilisé de dispositifs ou systèmes connectés à l’internet bien qu'ils savent que cela existe	Prozent der Personen, die keine mit dem Internet verbundenen Geräte oder Systeme verwendet haben, obwohl sie von solchen Kenntnis haben	M			
PC_IND_IOT_DX	Percentage of individuals who have not used any internet-connected devices or systems	Pourcentage de particuliers n'ayant pas utilisé de dispositifs ou systèmes connectés à l’internet	Prozent der Personen, die keine mit dem Internet verbundenen Geräte oder Systeme verwendet haben	M			
PC_IND_HM	Percentage of individuals who encountered messages online that were considered to be hostile or degrading towards groups of people or individuals in the last 3 months	Prozent der Personen, die in den letzten drei Monaten online auf Nachrichten gestoßen sind, die als feindselig oder herabwürdigend gegenüber Personengruppen oder Einzelpersonen empfunden wurden	Prozent der Personen, die in den letzten drei Monaten online auf Nachrichten gestoßen sind, die als feindselig oder herabwürdigend gegenüber Personengruppen oder Einzelpersonen empfunden wurden	M			
PC_IND_IEID	Percentage of individuals who have used their electronic identification to access online services for private purpose in the last 12 months	Pourcentage des particuliers ayant utilisé leur identification électronique (eID) pour accéder à des services en ligne à des fins privées au cours des 12 derniers mois	Prozent der Personen, die ihre elektronische Identifikation (eID) in den letzten 12 Monaten für den Zugriff auf Online-Dienste zu privaten Zwecken genutzt haben	M			
PC_IND_IEIDX	Percentage of individuals who have not used their electronic identification to access online services for private purpose in the last 12 months	Pourcentage des particuliers n'ayant pas utilisé leur identification électronique (eID) pour accéder à des services en ligne à des fins privées au cours des 12 derniers mois	Prozent der Personen, die ihre elektronische Identifikation (eID) in den letzten 12 Monaten nicht für den Zugriff auf Online-Dienste zu privaten Zwecken genutzt haben	M			
PC_HH_IACCX	Percentage of households without internet access at home	Pourcentage des ménages qui n'ont pas d'accès à l'internet à la maison	Prozent der Haushalte ohne Internetzugang zu Hause	M			
PC_HH_BROADX	Percentage of households without broadband access	Pourcentage des ménages qui n'ont pas d'accès à large bande	Prozent der Haushalte ohne Breitbandzugang	M			
PC_IND_IUEVR	Percentage of individuals who used internet, ever	Pourcentage des particuliers ayant déjà utilisé l'internet	Prozent der Personen, die jemals Internet genutzt haben	M			
PC_IND_SECOITPP	Percentage of individuals who have experienced online identity theft, phishing or pharming	Pourcentage des particuliers ayant subi un vol d'identité en ligne, de l'hameçonnage ou du pharming	Prozent der Personen, bei denen Identitätsdiebstahl im Internet, Phishing oder Pharming aufgetreten ist	M			
PC_IND_MDW	Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery	Pourcentage des particuliers ayant au travail utilisé des ordinateurs fixes ou portables, d'autres appareils électroniques portables ou des équipements ou machines informatisés	Prozent der Personen, die beruflich jegliche Art von Computern, tragbare Geräte oder andere computergesteuerte Geräte oder Maschinen verwendeten	M			
PC_IND_IUMC	Percentage of individuals who have used a portable computer to access internet	Pourcentage des particuliers utilisant un ordinateur portable pour accéder à l'internet	Prozent der Personen, die einen tragbaren Computer zum Internetzugang verwenden	M			
PC_IND_IUHD	Percentage of individuals who used a handheld device to access internet	Pourcentage des particuliers utilisant un appareil de poche quelconque (handheld device) pour accéder à l'internet	Prozent der Personen, die irgendein Handheld-Gerät für den Internetzugang verwenden	M			
PC_IND_IUGOV12	Percentage of e-government users	Pourcentage des usagers de l'administration en ligne	Prozent der Nutzer von e-Government	M			
PC_IND_IUG_TV	Percentage of individuals who used the internet on a smart TV (directly connected to the internet)	Pourcentage des particuliers ayant utilisé l'internet sur une smart TV (directement connecté à l'internet)	Prozent der Personen mit Internet-Nutzung über ein Smart-TV (mit direkter Internetverbindung)	M			
PC_IND_MPP	Percentage of individuals who use a smartphone for private purposes	Pourcentage des particuliers ayant utilisé un smartphone pour l'usage privé	Prozent der Personen, die für private Zwecke ein Smartphone verwendet haben	M			
PC_IND_ILT12_SSF	Percentage of employees and self-employed who used internet within the last year	Pourcentage des salariés et travailleurs indépendants ayant utilisés internet au cours de l'année dernière	Prozent der Beschäftigten und Selbständigen, die im letzten Jahr das Internet genutzt haben	M			
PC_IND_WH	Percentage of individuals working from home	Pourcentage des particuliers ayant travaillé depuis leur domicile	Prozent der Personen, die von zu Hause aus gearbeitet haben	M			
PC_IND_WM	Percentage of individuals working at an external site or on the move	Pourcentage des particuliers ayant travaillé dans un lieu extérieur ou en déplacement	Prozent der Personen, die von auswärts oder unterwegs gearbeitet haben	M			
PC_IND_BGT3_IU3	Percentage of individuals who used internet and did not purchase online in the last 3 months	Pourcentage des particuliers ayant utilisé l'internet mais n'ayant pas commandé en ligne au cours des 3 derniers mois	Prozent der Personen, die in den letzten drei Monaten das Internet genutzt haben ohne online zu kaufen	M			
PC_IND_IOT_USE	Percentage of individuals who have used any of the mentioned internet-connected devices or systems in the last 3 months (until 2022)	Pourcentage de particuliers ayant utilisé l’un des dispositifs ou systèmes connectés à l’internet mentionnés au cours des 3 derniers mois (jusqu'en 2022)	Prozent der Personen, die eines der genannten internetverbundenen Geräte oder Systeme in den letzten 3 Monaten genutzt haben (bis 2022)	M			
PC_IND_IOT_USE2	Percentage of individuals who have used any of the mentioned internet-connected devices or systems in the last 3 months	Pourcentage de particuliers ayant utilisé l’un des dispositifs ou systèmes connectés à l’internet mentionnés au cours des 3 derniers mois	Prozent der Personen, die eines der genannten internetverbundenen Geräte oder Systeme in den letzten 3 Monaten genutzt haben	M			
PC_IND_IOT_DX2	Percentage of individuals who have not used any of the mentioned internet-connected devices or systems in the last 3 months	Pourcentage de personnes n'ayant pas utilisé l’un des dispositifs ou systèmes connectés à l’internet mentionnés au cours des 3 derniers mois	Prozent der Personen, die keines der genannten internetverbundenen Geräte oder Systeme in den letzten 3 Monaten genutzt haben	M			
PC_IND_IUOANY	Percentage of individuals who have used internet, in the last 3 months, for any of the online learning activities	Pourcentage de particuliers ayant utilisé l’internet, au cours des 3 derniers mois, pour l’une des activités d’apprentissage en ligne	Prozent der Personen, die das Internet in den letzten 3 Monaten für eine der Online-Lernaktivitiäten genutzt haben	M			
PC_IND_IUACRG	Percentage of individuals who have opened an account with a free app or service	Pourcentage de particuliers ayant ouvert un compte  auprès d'une application ou d’un service gratuit	Prozent der Personen, die ein Benutzerkonto bei einer kostenlosen App oder bei einem kostenlosen Dienst erstellt haben	M			
PC_IND_IUACDL	Percentage of individuals who have tried to delete their account of a free app or service in the last 3 months	Pourcentage de particuliers ayant essayé de supprimer leur compte  auprès d'une application ou d’un service gratuit au cours des 3 derniers mois	Prozent der Personen, die in den letzten 3 Monaten versucht haben, ihr Benutzerkonto bei einer kostenlosen App oder bei einem kostenlosen Dienst zu löschen	M			
PC_EMP_PREEMP_M12	Percentage of persons employed and previously employed within 12 months	Percentage de personnes en emploi et précédemment en emploi dans les 12 mois	Prozentualer Anteil der Beschäftigten und in den letzten 12 Monaten ehemals Beschäftigten	M			
PC_EMP_PREEMP	Percentage of persons employed and previously employed	Percentage de personnes en emploi et précédemment en emploi	Prozentualer Anteil der Beschäftigten und ehemals Beschäftigten	M			
PC_PER_HPB	Percentage of persons reporting a health problem	Pourcentage de personnes signalant un problème de santé	Prozentsatz der Personen, die ein Gesundheitsproblem melden	M			
PC_PER_ACC	Percentage of persons reporting an accident	Pourcentage de personnes signalant un accident	Prozentsatz der Personen, die einen Unfall melden	M			
PC_ALLOC	Percentage of allocation	Pourcentage de l'allocation	Prozentsatz der Zuteilung	M			
PC_GRSEXP	Percentage of total gross exports	Pourcentage des exportations brutes totales	Prozentsatz der gesamten Bruttoexporte	M			
PC_GRSEXP_EU	Percentage of EU gross exports	Pourcentage des exportations brutes de l'UE	Prozentsatz der EU-Bruttoexporte	M			
PC_ORG	Percentage of organic product	Pourcentage de produit biologique	Prozentsatz an Bio-Produkten	M			
PPCH_3Y	Percentage point change (t-(t-3))	Variation en points de pourcentage (t-(t-3))	Veränderung in Prozentpunkten (t-(t-3))	M			
PPCH_PRE	Percentage point change on previous period, contribution to GDP growth	Variation en points de pourcentage par rapport à la période précédente, contribution à la croissance du PIB,	Veränderung in Prozentpunkten gegenüber der Vorperiode, Beitrag zum BIP-Wachstum	M			
PPCH_SM	Percentage point change compared to same period in previous year, contribution to GDP growth	Variation en points de pourcentage par rapport à la période correspondante de l'année précédente, contribution à la croissance du PIB	Veränderung in Prozentpunkten gegenüber dem Vorjahreszeitraum, Beitrag zum BIP-Wachstum	M			
PCH_RV	Percentage change, real values	Variation en pourcentage, valeurs réelles	Veränderung in Prozent, Realwerte	M			
PCH_LV_M_16-19	Percentage change of the current month compared to the lowest value for the corresponding month in the period 2016-2019	Changement de pourcentage du mois courant comparé à la plus faible valeur du mois correspondant dans la période 2016-2019	Prozentuale Veränderung des aktuellen Monats gegenüber dem niedrigsten Wert des entsprechenden Monats im Zeitraum 2016-2019	M			
PCH_PRE	Percentage change on previous period	Variation en pourcentage par rapport à la période précédente	Veränderung in Prozent gegenüber der Vorperiode	M			
PCH_SM	Percentage change compared to same period in previous year	Variation en pourcentage par rapport à la période correspondante de l'année précédente	Veränderung in Prozent gegenüber dem Vorjahreszeitraum	M			
PCH_SM_EUR	Percentage change compared to same period in previous year, euro	Variation en pourcentage par rapport à la période correspondante de l'année précédente, euro	Veränderung in Prozent gegenüber dem Vorjahreszeitraum, Euro	M			
